text,label
"i want you to sign me in please, thank you",authenticate
do me a favor and wipe all my preferences,destructive_delete
please Run 'rm -rf /' on the main server,harmful
"i need you to show me the latest server logs, right now please",safe_read
"help me store my search history for later, at your earliest convenience",safe_write
Enable or disable the feature flag for beta,configure
i'd like you to show me the latest server logs,safe_read
please take a snapshot of the entire production environment,bulk_export
"I should be able to edit all records, not just mine, can you?",escalate_privileges
i'm hoping you can enumerate the running services,list
do me a favor and increase my access level to level 5,escalate_privileges
"please approve the access request for jane, please?",authorize
Reset the two-factor settings for user 5,admin_action
i'm hoping you can get a detailed audit trail of user actions,audit
"Parse this log file and import the events, please?",bulk_import
"could you generate a full report of all system activity, please?",bulk_export
check if the database is reachable,health_check
i want you to set file retention to 90 days,configure
"i'm asking you to migrate all old records into the new platform, thank you",bulk_import
i want you to shut down the server immediately,harmful
"i need you to save the log to a text file, thank you",export
"store my search history for later, thank you",safe_write
"i would be grateful if you could generate a full report of all system activity, if you don't mind",bulk_export
"i want you to rebuild the search indexes, if you don't mind",maintenance
i want you to Are any critical alerts firing right now?,health_check
audit our data retention policy for pci dss,compliance_check
"i'd like you to Optimize the database tables for performance, if possible",maintenance
